tituloPrincipal; tituloOriginal;genero;produtora;anoLancamento;tempoMinutos;notaMedia;numeroVotos
Return of Hanuman;Return of Hanuman;Action,Adventure,Animation;Perception Pictures;2007;110;7.3;1172
Riki Rhino;Riki Rhino;Adventure,Animation,Family;Batavia Pictures;2020;92;6.3;47
Nussa: The Movie;Nussa: The Movie;Adventure,Animation,Comedy;The Little Giantz;2021;107;7.4;518
Prosze slonia;Prosze slonia;Animation;Studio Miniatur Filmowych;1979;63;6.6;51
Tajemnica szyfru Marabuta;Tajemnica szyfru Marabuta;Animation;Studio Miniatur Filmowych;1980;76;6.3;37
Tytus, Romek i A'Tomek wsród zlodziei marzen;Tytus, Romek i A'Tomek wsród zlodziei marzen;Animation;null;2002;74;5.5;85
Sita Sings the Blues;Sita Sings the Blues;Animation,Comedy,Fantasy;Nina Paley;2008;82;7.6;4772
Delhi Safari;Delhi Safari;Adventure,Animation,Comedy;null;2012;96;5.5;1825
Pinkfong & Baby Shark's Space Adventure;Pinkfong and Baby Shark's Space Adventure;Adventure,Animation,Family;null;2019;66;5;93
Miniforce: Deeno the King of Dinosaurs;Miniforce: Deeno the King of Dinosaurs;Animation;null;2020;73;8.5;8
Hopz;Hopz;Animation,Comedy,Family;null;2020;60;6.2;9
April Fools Fright;April Fools Fright;Animation,Comedy,Family;WOWNow Entertainment;2020;71;4.8;8
Atlantis Untold;Atlantis Untold;Adventure,Animation,Family;Designworks Studios;2019;124;5.1;23
Resident Evil: Degeneration;Baiohazâdo: Dijenerêshon;Action,Animation,Horror;CAPCOM;2008;97;6.4;31661
Gekijouban Harukanaru toki no naka de: Maihitoyo;Gekijouban Harukanaru toki no naka de: Maihitoyo;Animation;Yumeta Company;2006;100;5.8;26
Spaced Cats;Spaced Cats;Animation,Comedy,Sci-Fi;Ruthless Studios;2020;69;4;14
Osmar, the First Slice of the Loaf: The Movie;Osmar, the First Slice of the Loaf: The Movie;Animation,Comedy;null;2019;80;7.4;38
Dogtanian and the Three Muskehounds;D'Artacán y los tres Mosqueperros;Animation,Family,Romance;Apolo Films;2021;84;5.2;361
Pia Carrot Movie;Pia kyarotto e yôkoso!!;Animation,Comedy,Romance;null;2002;0;5.8;18
Maya the Bee 3: The Golden Orb;Maya the Bee 3: The Golden Orb;Adventure,Animation;Studio 100 Media;2021;88;5.3;283
Summer Days with Coo;Kappa no Kû to natsuyasumi;Adventure,Animation,Comedy;Dentsu Tec;2007;138;7.4;2006
Given;Given;Animation,Drama,Music;Lerche;2020;59;7.7;1881
Doraemon the Movie: Nobita and the Green Giant Legend;Doraemon: Nobita to midori no kyojinden;Adventure,Animation,Comedy;Shin-Ei Animation;2008;112;6.5;744
Jack and the Cuckoo-Clock Heart;Jack et la mécanique du coeur;Adventure,Animation,Drama;EuropaCorp;2013;94;6.9;6946
Pokémon the Movie: Secrets of the Jungle;Gekijouban Poketto monsutâ: koko;Action,Adventure,Animation;TOHO;2020;99;6.4;2087
PAW Patrol: The Movie;PAW Patrol: The Movie;Adventure,Animation,Comedy;Spin Master;2021;86;6.1;6382
Ana and Bruno;Ana y Bruno;Action,Adventure,Animation;Itaca Films;2017;96;6.7;984
The Apple & The Worm;Æblet & ormen;Animation,Family;Nordisk Film Denmark;2009;75;6.4;218
Major: The Winning Shot of Friendship;Gekijô-ban Mejâ: Yûjô no uiningu shotto;Animation,Sport;XEBEC;2008;100;7;50
Star Wars: The Clone Wars;Star Wars: The Clone Wars;Action,Adventure,Animation;Lucasfilm Ltd.;2008;98;5.9;66966
Gekijô ban Tottoko Hamutaro: Ôrora no kiseki - Ribon chan kiki ippatsu!;Gekijô ban Tottoko Hamutaro: Ôrora no kiseki - Ribon chan kiki ippatsu!;Adventure,Animation,Family;Shogakukan;2003;0;6.7;16
Gekijô ban Tottoko Hamutarô: Hamu hamu paradaichu! - Hamutarô to fushigi no oni no ehontô;Gekijô ban Tottoko Hamutarô: Hamu hamu paradaichu! - Hamutarô to fushigi no oni no ehontô;Adventure,Animation,Family;Shogakukan;2004;0;6.4;18
Kung-Fu Magoo;Kung-Fu Magoo;Action,Animation,Comedy;Ánima Estudios;2010;79;5.1;158
Looking for Magical DoReMi;Majo minarai wo sagashite;Adventure,Animation,Comedy;Toei Animation;2020;91;6.7;179
Królestwo zielonej polany;Królestwo zielonej polany;Animation;null;1995;64;5.3;10
Miki Mol i Straszne Plaszczydlo;Miki Mol i Straszne Plaszczydlo;Animation;Studio Filmów Animowanych w Krakowie;1996;83;6.1;13
Toonpur Ka Superrhero;Toonpur Ka Superrhero;Action,Adventure,Animation;Big Screen Entertainment;2010;95;4.2;879
Dr. Slump: Hoyoyo! Space Adventure;Dokutâ suranpu;Animation;Toei Animation;1982;90;7.1;37
Soreike! Anpanman: Kirakiraboshi no namida;Soreike! Anpanman: Kirakiraboshi no namida;Animation;Nippon Television Network Corporation;1989;0;5.1;11
High School! Kimengumi;High School! Kimengumi;Animation,Comedy;null;1986;50;5.9;11
Ilya and the Robber;Ilya Muromets i Solovey Razboynik;Adventure,Animation,Comedy;CTB Film Company;2007;80;6.8;1788
Animal Crossing: The Movie;Gekijô-ban Dôbutsu no Mori;Animation,Comedy,Drama;TOHO;2006;87;6.5;906
The Jungle Book: The Movie;The Jungle Book: The Movie;Adventure,Animation,Family;3D Entertainment;2012;62;7.3;9
Shadow Gene;Shadow Gene;Animation,Drama,Mystery;null;2014;93;4.2;11
Timeless Tales;Timeless Tales;Animation;Walt Disney Productions;2005;58;8.2;28
I Am Nightmare;I Am Nightmare;Action,Animation,Horror;null;2014;128;6.8;61
Tito on Ice;Tito on Ice;Animation,Comedy,Documentary;Nail Films;2012;76;6.6;36
Syria Inside;Syria Inside;Animation,Comedy,Documentary;null;2013;120;6.2;7
Asphalt Watches;Asphalt Watches;Adventure,Animation,Comedy;null;2013;94;5.9;54
The Princess Twins of Legendale;The Princess Twins of Legendale;Adventure,Animation,Family;MGA Entertainment;2013;74;5.3;124
Darkest Days;Darkest Days;Action,Animation,Horror;null;2013;62;5.5;11
Ilfipetrov;Ilfipetrov;Animation,Biography,Documentary;null;2013;95;7.6;31
Bamse and the Thief City;Bamse och tjuvstaden;Adventure,Animation,Comedy;Film i Väst;2014;66;6.1;657
Midnight Delight;Midnight Delight;Animation,Comedy,Fantasy;Dot and Feather Entertainment;2016;85;6.7;61
Kizumonogatari Part 1: Tekketsu;Kizumonogatari I: Tekketsu-hen;Action,Animation,Comedy;SHAFT;2016;64;7.4;3105
New Comic Day;New Comic Day;Animation,Comedy,Fantasy;Saturday Pictures (II);2016;97;6.6;19
Thunder and the House of Magic;The House of Magic;Adventure,Animation,Comedy;nWave Pictures;2013;85;6.2;6924
Scoob!;Scoob!;Adventure,Animation,Comedy;Warner Bros. Pictures Animation;2020;93;5.6;27192
Smurfs: The Lost Village;Smurfs: The Lost Village;Adventure,Animation,Comedy;Kerner Entertainment Company;2017;90;5.9;21959
Paper Bunnies;Kami usagi rope: tsuka, natsuyasumi lasuichitte majissuka!?;Animation;Toho Pictures;2012;82;6.7;13
Psychic School Wars;Nerawareta gakuen;Animation,Romance,Sci-Fi;SUNRISE;2012;107;5.9;571
The Blacksmith from Woodham;Kovár z Podlesí;Animation,Comedy,Family;Universal Production Partners;2013;0;5.7;61
Sid the Science Kid: The Movie;Sid the Science Kid: The Movie;Animation,Comedy,Family;null;2013;75;4.6;140
Anomalisa;Anomalisa;Animation,Comedy,Drama;Starburns Industries;2015;90;7.2;72401
Pelé Penguin Comes to Town;Pelé Pingvin kommer till stan;Animation;null;2015;72;7.8;18
Fusé: Memoirs of a Huntress;Fuse: teppô musume no torimonochô;Action,Animation,Drama;TMS Entertainment;2012;106;6.8;423
Arjun: The Warrior Prince;Arjun: The Warrior Prince;Action,Adventure,Animation;Walt Disney Pictures;2012;96;6.8;1844
Hanasaku Iroha: Home Sweet Home;Hanasaku Iroha: Home Sweet Home;Animation,Comedy,Drama;P.A.WORKS;2013;66;7;347
Ritter Rost - Eisenhart und voll verbeult;Ritter Rost - Eisenhart und voll verbeult;Animation,Comedy,Family;Caligari Films S.A.;2013;84;4.7;316
Tibetan Dog;Tibet inu monogatari;Adventure,Animation,Drama;Madhouse;2011;95;6.7;216
H. P. Lovecraft's the Dunwich Horror and Other Stories;H.P. Lovecraft's Dunwich Horror and Other Stories;Animation,Horror;Toei Animation;2007;46;6.4;96
Testing Movie1;Testing Movie1;Adventure,Animation,Family;null;2015;156;7.5;115
The Wound and the Gift;The Wound and the Gift;Animation,Documentary,Family;null;2014;80;9;54
Mardock Scramble: The Third Exhaust;Marudukku sukuranburu: Haiki;Action,Animation,Drama;Sentai Filmworks;2012;66;6.4;776
Kirikou and the Men and Women;Kirikou et les hommes et les femmes;Adventure,Animation,Family;Les Armateurs;2012;88;6.5;621
Purim: The Lot;Purim: The Lot;Animation,Drama,Family;null;2014;65;6.7;39
Saint Young Men: The Movie;Seinto oniisan;Animation,Comedy;A-1 Pictures;2012;90;6.7;796
A Mouse Tale;Rodencia y el Diente de la Princesa;Adventure,Animation;Red Post;2012;87;4.9;444
Kayip Armagan;Kayip Armagan;Animation;null;2010;56;6.6;34
Master i Margarita. Roman;Master i Margarita. Roman;Action,Animation,History;null;2012;49;8.3;19
The Peanuts Movie;The Peanuts Movie;Adventure,Animation,Comedy;Blue Sky Studios;2015;88;7;46668
Petualangan Singa Pemberani;Petualangan Singa Pemberani;Animation,Family;Batavia Pictures;2012;92;4.4;9
Puella Magi Madoka Magica the Movie Part III: The Rebellion Story;Gekijouban Mahou shojo Madoka magika Shinpen: Hangyaku no monogatari;Animation,Drama,Fantasy;SHAFT;2013;116;7.8;3690
Delta Space Mission;Misiunea spatialã Delta;Animation,Sci-Fi;Animafilm Studio;1984;68;6.8;92
Evangelion: 3.0+1.01 Thrice Upon a Time;Shin Evangelion Gekijôban;Action,Animation,Drama;khara;2021;154;8;10711
Kev Jumba Dances with the Stars!;Kev Jumba Dances with the Stars!;Animation,Comedy;null;2012;0;8.1;18
The Rooster of St-Victor;Le Coq de St-Victor;Animation,Family;Productions 10th Ave;2014;80;5.9;139
Babeldom;Babeldom;Animation,Documentary;null;2012;84;5.7;19
Aura: Koga Maryuin's Last War;Aura: Maryuuin Koga saigo no tatakai;Animation,Comedy,Romance;Sotsu;2013;85;6.3;381
Goat Story 2: with Cheese;Kozi pribeh se syrem;Animation,Comedy,Family;Art and Animation Studio;2012;83;4;137
Master of a Good Name;Master of a Good Name;Animation,Family,History;null;2014;80;5.3;56
Tiger & Bunny the Movie: The Beginning;Gekijouban Tiger & Bunny: The Beginning;Action,Animation,Sci-Fi;SUNRISE;2012;88;6.6;289
The Green Marker Scare;The Green Marker Scare;Animation;Old Japanese Daytime Soapstars;2012;70;6.7;13
Hotel Transylvania 2;Hotel Transylvania 2;Adventure,Animation,Comedy;Columbia Pictures;2015;89;6.6;129140
Kureyon Shinchan: Arashi o yobu ougon no supai daisakusen;Kureyon Shinchan: Arashi o yobu ougon no supai daisakusen;Action,Adventure,Animation;Shin-Ei Animation;2011;107;6.2;164
Chocchan monogatari;Chocchan monogatari;Animation,Drama,War;null;1996;76;7.4;14
The Day of the Crows;Le jour des corneilles;Animation,Drama,Fantasy;Finalement;2012;96;7.3;1327
Sea Level;SeeFood;Adventure,Animation,Comedy;Silver Ant;2011;93;4.3;1135
The Golden Horse;The Golden Horse;Animation,Family,Fantasy;Copenhagen Bombay;2014;75;7.1;68
The Illusionauts;Los ilusionautas;Adventure,Animation,Family;Aronnax Animation Studios;2012;82;2.3;776
Auto fairy tales;Autopohádky;Animation,Comedy,Family;Animation People;2011;85;6.3;40
K-On! The Movie;Eiga Keion!;Adventure,Animation,Comedy;Kyoto Animation;2011;110;7.6;1978
Penguins of Madagascar;Penguins of Madagascar;Adventure,Animation,Comedy;DreamWorks Animation;2014;92;6.6;92124
Wow! Wow! Wubbzy! Egg-Cellent Easter;Wow! Wow! Wubbzy! Egg-Cellent Easter;Animation;null;2011;71;8;11
Oakie's Outback Adventures;Oakie's Outback Adventures;Animation,Horror;null;2011;0;5.5;66
Encanto Sing-Along;Encanto Sing-Along;Animation;null;2022;102;7.6;73
Duga;Duga;Animation;Riblje oko;2010;80;6;41
Nasseredin Shah and His 84 Wives;Nasseredin Shah and His 84 Wives;Animation,Biography,Documentary;null;2011;59;7.5;130
Big Fish & Begonia;Da yu hai tang;Adventure,Animation,Drama;Studio Mir;2016;100;7;6400
Gekijouban Tenisu no oujisama: Eikokushiki teikyujou kessen!;Gekijouban Tenisu no oujisama: Eikokushiki teikyujou kessen!;Animation,Sport;Production I.G;2011;0;7.1;36
Tatsumi;Tatsumi;Animation,Biography,Drama;Infinite Frameworks;2011;96;7;820
Nintama Rantarou;Nintama Rantarou;Animation,Comedy;null;1996;47;6.5;26
Origin: A Call to Minds;Origin: A Call to Minds;Action,Animation,Sci-Fi;null;2013;79;4.8;55
Chronicles of Humanity: Descent;Chronicles of Humanity: Descent;Action,Animation,Sci-Fi;null;2011;77;6.8;42
The Greatest Miracle;El gran milagro;Animation,Drama;BSX Records;2011;70;4.5;367
Dumkata;Dumkata;Animation,Comedy,Drama;null;2007;0;5.8;19
Mouse Story: The Adventures of George and Gerald;Nezumi monogatari: Jôji to Jerarudo no bouken;Adventure,Animation,Comedy;Shochiku Studio;2007;52;6;19
Spirit Gum;Spirit Gum;Animation,Comedy,Fantasy;null;2011;55;7.4;15
The Lady of Names;The Lady of Names;Action,Adventure,Animation;null;2011;79;5.6;16
3.11 Sense of Home;3.11 Sense of Home;Animation,Documentary,Drama;Nautilus Productions;2011;75;6;40
Blood-C: The Last Dark;Gekijouban Blood-C: The Last Dark;Action,Adventure,Animation;Production I.G;2012;107;6;1206
The Big Wish;Dia de Muertos;Animation,Family,Fantasy;Metacube Technology & Entertainment;2019;88;4.8;727
Pokémon the Movie: Hoopa and the Clash of Ages;Pokemon za mûbî XY: Ringu no chômajin Fûpa;Action,Adventure,Animation;Shogakukan-Shueisha Productions;2015;79;5.9;1839
Evliya Çelebi: The Fountain of Youth;Evliya Çelebi ve Ölümsüzlük Suyu;Animation,Comedy,Fantasy;Anıbera;2014;85;5.2;229
Frozen II;Frozen II;Adventure,Animation,Comedy;Walt Disney Pictures;2019;103;6.8;173200
The Life of Budori Gusuko;Gusukô Budori no denki;Adventure,Animation,Family;Tezuka Productions;2012;108;5.4;283
Barbie: The Princess & the Popstar;Barbie: The Princess & the Popstar;Animation,Family,Musical;Mattel;2012;86;5.7;2180
Clifford the Big Red Dog;Clifford the Big Red Dog;Adventure,Animation,Comedy;Paramount;2021;96;5.9;13803
Moon Man;Der Mondmann;Animation,Sci-Fi;Cartoon Saloon;2012;95;6.4;456
Batman: The Long Halloween, Part One;Batman: The Long Halloween, Part One;Action,Animation,Crime;DC Entertainment;2021;85;7.2;16845
Star Wars: A Galaxy in Darkness;Star Wars: A Galaxy in Darkness;Adventure,Animation,Drama;null;2009;46;5.4;37
Jujutsu Kaisen 0: The Movie;Gekijouban Jujutsu Kaisen 0;Action,Animation,Fantasy;MAPPA;2021;105;7.8;19029
A Town Called Panic;Panique au village;Adventure,Animation,Comedy;La Parti Production;2009;75;7.4;8308
Luke and Lucy: The Texas Rangers;Suske en Wiske: De Texas rakkers;Adventure,Animation,Comedy;Skyline Entertainment;2009;80;5.6;519
Cinderella 3D;Cendrillon au Far West;Animation,Family,Fantasy;Herold and Family;2012;81;3.8;282
Laid-Back Camp: The Movie;Eiga Yurukyan;Adventure,Animation,Comedy;C-Station;2022;120;7.9;103
Nak;Nak;Animation,Comedy,Family;Sahamongkolfilm;2008;95;6.5;42
Wings 2;Ot vinta 2;Animation;null;2021;83;3.5;25
Monkey King Reborn;Xi you ji zhi Zai shi yao wang;Action,Animation,Fantasy;星皓影业有限公司;2021;95;6;424
Batman: The Long Halloween, Part Two;Batman: The Long Halloween, Part Two;Action,Animation,Crime;DC Entertainment;2021;87;7.1;13792
Gekijou Henshuuban Kakushigoto: Himegoto wa Nandesuka;Gekijou Henshuuban Kakushigoto: Himegoto wa Nandesuka;Animation;Ajiado;2021;79;6.2;58
Miúda e o Guarda-Chuva;Miúda e o Guarda-Chuva;Animation,Family;null;2019;0;8.2;37
The Sandman and the Lost Sand of Dreams;Das Sandmännchen - Abenteuer im Traumland;Adventure,Animation,Comedy;MDR;2010;83;5.7;138
Space Battleship Yamato Resurrection;Uchû senkan Yamato: Fukkatsuhen;Action,Adventure,Animation;TOHO;2009;135;6.8;193
Gaturro;Gaturro;Animation,Family;Illusion Studios;2010;86;3.7;256
Gekijôban G No Reconguista III: Uchû kara no isan;Gekijôban G No Reconguista III: Uchû kara no isan;Animation;SUNRISE;2021;104;7.3;19
Kaptara;Atlantis: The Last Days of Kaptara;Adventure,Animation,Fantasy;null;2013;94;4.8;159
Tyrus;Tyrus;Animation,Biography,Documentary;Stone Circle Pictures;2015;73;8.5;102
Captain Morten and the Spider Queen;Captain Morten and the Spider Queen;Animation,Family;Calon;2018;79;5.7;212
Curious George: Back to School;Curious George: Back to School;Animation,Comedy,Family;null;2010;0;6.2;9
Pokémon the Movie: Kyurem vs. the Sword of Justice;Gekijoban Pocket Monster Best Wishes! Kyurem vs Seikenshi Keldeo;Action,Adventure,Animation;East Japan Marketing & Communications;2012;72;5.4;1570
Paddle Pop Adventures 2: Journey Into the Kingdom;Paddle Pop Adventures 2: Journey Into the Kingdom;Action,Adventure,Animation;The Monk Studios;2012;88;5;33
Dummy Jim;Dummy Jim;Adventure,Animation,Biography;null;2013;87;6.8;39
Anne of Green Gables: Road to Green Gables;Akage no An: Gurîn Gêburuzu e no michi;Animation,Drama,Family;Nippon Animation;2010;100;7.2;328
Ali Baba and the Pirates;Alì Babà e i pirati;Animation;null;1997;80;5.4;13
Apfelland monogatari;Apfelland monogatari;Animation;J.C.STAFF;1992;90;6.1;20
Kuiba;Kuiba;Adventure,Animation,Drama;Vasoon Animation Co., Ltd.;2011;90;6.5;193
Kiss the Water;Kiss the Water;Animation,Biography,Documentary;null;2013;80;6.9;96
Macross FB 7: Ore no Uta o Kike!;Macross FB 7: Ore no Uta o Kike!;Action,Animation,Music;Studio Nue;2012;90;5.5;32
Juego de niños;Juego de niños;Action,Animation,Sci-Fi;Canal+ España;1999;70;8.3;13
Ghosthunters: On Icy Trails;Gespensterjäger;Adventure,Animation,Comedy;Ripple World Pictures;2015;99;5.2;953
The Grid: Zombie Outlet Maul;The Grid: Zombie Outlet Maul;Animation,Comedy,Horror;null;2015;91;5.4;20
Arventur;Arventur;Animation,Fantasy,Mystery;null;2015;80;6.6;23
Tabaluga und die Zeichen der Zeit;Tabaluga und die Zeichen der Zeit;Animation,Family,Musical;null;2014;61;7.3;20
The Last: Naruto the Movie;The Last: Naruto the Movie;Action,Adventure,Animation;Aniplex;2014;112;7.6;15588
Quackerz;Quackerz;Adventure,Animation,Comedy;Animation Studio RIM;2016;81;4.3;700
Coconut, the Little Dragon;Der kleine Drache Kokosnuss;Animation,Family;Virgin Lands Animated Pictures;2014;83;4.5;205
Nayola;Nayola;Animation,Fantasy;SOIL Productions;2022;90;7.8;43
25 April;25 April;Animation,Documentary,War;General Film Corporation;2015;85;7.1;242
Adventures of Gustavas;Gustavo nuotykiai;Adventure,Animation,Family;Tauras Films;2014;100;6.1;121
Detective Conan: Sunflowers of Inferno;Meitantei Conan: Goka no himawari;Action,Adventure,Animation;TMS Entertainment;2015;112;6.2;1523
Space Force 2911;Uzay Kuvvetleri 2911;Adventure,Animation,Sci-Fi;null;2015;91;2.3;318
Cencoroll 2;Cencoroll 2;Action,Animation,Sci-Fi;Aniplex;2019;75;6.6;127
Sheep & Wolves;Volki i ovtsy. Beeezumnoe prevrashchenie;Animation,Comedy,Family;CTB Film Company;2016;85;5.8;3262
To Your Last Death;To Your Last Death;Action,Animation,Fantasy;Coverage, Ink;2019;91;6;3713
Nasu: A Migratory Bird with Suitcase;Nasu: Suitcase no Wataridori;Animation,Drama,Sport;Madhouse;2007;54;6.9;78
Asterix and Obelix: Mansion of the Gods;Astérix: Le domaine des dieux;Adventure,Animation,Comedy;Canal+;2014;85;6.9;14008
Bubble Bubble Meows and the Lame-O Baby Jib;Bubble Bubble Meows and the Lame-O Baby Jib;Animation,Comedy,Family;null;2015;83;7.8;10
Mummy, I'm A Zombie;Dixie y la rebelión zombi;Animation;Departamento de Cultura del Gobierno Vasco;2014;82;4.5;253
K: Missing Kings;Gekijouban K: Missing Kings;Action,Animation,Fantasy;King Records;2014;73;6.8;902
Even Mice Belong in Heaven;I mysi patrí do nebe;Adventure,Animation,Comedy;Hausboot;2021;80;6.6;502
Hayate the Combat Butler Movie: Heaven Is a Place on Earth;Gekijouban Hayate No Gotoku! Heaven Is a Place on Earth;Animation,Comedy,Romance;Manglobe;2011;70;6.5;39
Gekijouban Mahou sensei Negima! Anime Final;Gekijouban Mahou sensei Negima! Anime Final;Animation;Studio Pastoral;2011;84;5;20
"Dragon Ball Z: Resurrection ""F"""; Dragon Ball Z: Doragon bôru Z - Fukkatsu no 'F';Action,Adventure,Animation;Toei Animation;2015;93;7.2;22655
Little Bird's Big Adventure;A Stork's Journey;Adventure,Animation,Comedy;Walking The Dog;2017;85;5.8;2146
Team Hot Wheels: The Origin of Awesome!;Team Hot Wheels: The Origin of Awesome!;Adventure,Animation,Family;Universal Pictures;2014;80;5.3;193
Christmas at Wapos Bay;Christmas at Wapos Bay;Adventure,Animation,Drama;null;2002;50;6.5;10
The Dog of Flanders;Gekijôban Furandaasu no inu;Animation,Drama,Family;Nippon Animation;1997;93;7.7;648
